Sample in Buffer,Sample in Window,TRIGGER,axi_imem_rresp[1:0],axi_imem_rdata[31:0],axi_imem_arlen[7:0],axi_dmem_araddr[31:0],axi_dmem_wdata[31:0],axi_imem_araddr[31:0],axi_dmem_wstrb[3:0],axi_dmem_rdata[31:0],axi_dmem_awaddr[31:0],axi_dmem_arvalid,axi_dmem_awready,axi_dmem_awvalid,axi_dmem_bvalid,axi_dmem_rvalid,axi_dmem_wlast,axi_dmem_wvalid,axi_imem_arready,axi_imem_arvalid,axi_imem_rlast,axi_imem_rready,axi_imem_rvalid,uart_irq,uart_rxd,uart_txd
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
527,527,0,0,0207f793,00,ff010014,00000070,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
528,528,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
529,529,0,0,0207f793,00,ff010014,00000052,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
530,530,0,0,0207f793,00,ff010014,00000041,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
531,531,0,0,0207f793,00,ff010014,0000004d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
532,532,0,0,fe078ce3,00,ff010014,0000000d,ffffdc54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
533,533,0,0,fe078ce3,00,ff010014,0000000a,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
534,534,0,0,0207f793,00,ffffce3c,00000000,ffffd964,f,00000000,ffffce3c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
535,535,0,0,0ff57793,00,ffffce38,00000000,ffffd96c,f,00000000,ffffce48,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
536,536,0,0,fe078ce3,00,ffffce3c,ffffd1ac,ffffd978,f,00000000,ffffce40,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
537,537,0,0,0ff57793,00,ffffce48,00000000,ffffd97c,f,00000000,ffffce38,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
538,538,0,0,01472783,00,ffffce40,ffffda84,ffffd980,f,00000000,ffffce4c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
539,539,0,0,0207f793,00,ffffce38,00000000,ffffd984,f,00000000,ffffce44,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
540,540,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
541,541,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
542,542,0,0,fe078ce3,00,ff010014,00000031,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
543,543,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
544,544,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
545,545,0,0,0207f793,00,ff010014,00000078,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
546,546,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
547,547,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
548,548,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
549,549,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
550,550,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
551,551,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
552,552,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
553,553,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
554,554,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
555,555,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
556,556,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
557,557,0,0,0207f793,00,ff010014,00000040,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
558,558,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
559,559,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
560,560,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
561,561,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
562,562,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
563,563,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
564,564,0,0,fe078ce3,00,ff010014,00000067,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
565,565,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
566,566,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
567,567,0,0,0207f793,00,ff010014,00000073,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
568,568,0,0,0207f793,00,ff010014,00000074,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
569,569,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
570,570,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
571,571,0,0,0207f793,00,ff010014,00000074,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
572,572,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
573,573,0,0,0207f793,00,ff010014,00000040,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
574,574,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
575,575,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
576,576,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
577,577,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
578,578,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
579,579,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
580,580,0,0,fe078ce3,00,ff010014,00000064,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
581,581,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
582,582,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
583,583,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
584,584,0,0,0207f793,00,ff010014,00000075,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
585,585,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
586,586,0,0,0207f793,00,ff010014,00000070,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
587,587,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
588,588,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
589,589,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
590,590,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
591,591,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
592,592,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
593,593,0,0,fe078ce3,00,ff010014,0000006d,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
594,594,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
595,595,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
596,596,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
597,597,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
598,598,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
599,599,0,0,0207f793,00,ff010014,00000069,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
600,600,0,0,0207f793,00,ff010014,00000066,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
601,601,0,0,0207f793,00,ff010014,00000079,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
602,602,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
603,603,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
604,604,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
605,605,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
606,606,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
607,607,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
608,608,0,0,fe078ce3,00,ff010014,00000069,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
609,609,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
610,610,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
611,611,0,0,0207f793,00,ff010014,00000070,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
612,612,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
613,613,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
614,614,0,0,0207f793,00,ff010014,00000074,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
615,615,0,0,0207f793,00,ff010014,00000066,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
616,616,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
617,617,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
618,618,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
619,619,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
620,620,0,0,0207f793,00,ff010014,00000069,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
621,621,0,0,0207f793,00,ff010014,0000006e,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
622,622,0,0,0207f793,00,ff010014,00000066,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
623,623,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
624,624,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
625,625,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
626,626,0,0,fe078ce3,00,ff010014,0000003a,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
627,627,0,0,fe078ce3,00,ff010014,00000020,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
628,628,0,0,fe078ce3,00,ff010000,0000000d,ffffdc38,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
629,629,0,0,200d7d13,00,ffffd010,00000078,ffffdc84,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
630,630,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
631,631,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
632,632,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
633,633,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
634,634,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
635,635,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
636,636,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
637,637,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
638,638,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
639,639,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
640,640,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
641,641,0,0,0207f793,00,ff010014,00000040,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
642,642,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
643,643,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
644,644,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
645,645,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
646,646,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
647,647,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
648,648,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
649,649,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
650,650,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
651,651,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
652,652,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
653,653,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
654,654,0,0,00d72023,00,ff010000,00000000,ffffe0a0,f,00000000,ffffce4c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
655,655,0,0,01472783,00,ffffd197,00000006,ffffe0a4,f,00000000,ffffce48,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
656,656,0,0,0017f793,00,ff010000,00000066,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
657,657,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
658,658,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
659,659,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
660,660,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
661,661,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
662,662,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
663,663,0,0,01472783,00,ff010000,00000030,ffffe16c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
664,664,0,0,01472783,00,ff010000,0000000d,ffffe128,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
665,665,0,0,fe078ce3,00,ff010014,0000000a,ffffe144,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
666,666,0,0,fe078ce3,00,ffffce48,00000000,ffffd498,f,00000060,ffffce48,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
667,667,0,0,00c12403,00,ffffd1b4,ffffdb18,ffffd49c,f,00000060,ffffce4c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
668,668,0,0,00c12403,00,ffffce48,ff010000,ffffe290,f,00000060,ffffce2c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
669,669,0,0,01472783,00,ffffce4c,f0000000,ffffe294,f,00000060,ffffce28,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
670,670,0,0,00c12403,00,ffffce2c,00000000,ffffe2a0,f,00000060,ffffce38,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
671,671,0,0,01472783,00,ffffce28,00000006,ffffe2a4,f,00000060,ffffce34,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
672,672,0,0,0207f793,00,ffffce38,ffffd1ac,ffffe2a8,f,00000060,ffffce30,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
673,673,0,0,fe078ce3,00,ffffce34,ffffd1ac,ffffe2ac,f,00000060,ffffce24,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
674,674,0,0,00c12403,00,ffffce30,0000ffff,ffffe2b0,f,00000060,ffffce20,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
675,675,0,0,00c12403,00,ffffce24,0000000d,ffffe2b4,f,00000060,ffffce1c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
676,676,0,0,00a00793,00,ffffce20,ffffd4a4,ffffe2b8,f,00000060,ffffce3c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
677,677,0,0,0207f793,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
678,678,0,0,01472783,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
679,679,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
680,680,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
681,681,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
682,682,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
683,683,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
684,684,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
685,685,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
686,686,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
687,687,0,0,e2050ee3,00,ff010014,00000043,ffffe46c,f,00000060,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
688,688,0,0,fe0780e3,00,ff010014,00000001,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
689,689,0,0,0017f793,00,ff010014,0000fe00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
690,690,0,0,01472783,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
691,691,0,0,0017f793,00,ff010014,00000002,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
692,692,0,0,0017f793,00,ff010014,0000fd00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
693,693,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
694,694,0,0,0017f793,00,ff010014,00000003,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
695,695,0,0,0017f793,00,ff010014,0000fc00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
696,696,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
697,697,0,0,0017f793,00,ff010014,00000004,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
698,698,0,0,0017f793,00,ff010014,0000fb00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
699,699,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
700,700,0,0,0017f793,00,ff010014,00000005,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
701,701,0,0,0017f793,00,ff010014,0000fa00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
702,702,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000007,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
703,703,0,0,0017f793,00,ff010014,00000006,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
704,704,0,0,0017f793,00,ff010014,0000f900,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
705,705,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000040,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
706,706,0,0,0017f793,00,ff010014,00000007,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
707,707,0,0,0017f793,00,ff010014,0000f800,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
708,708,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000003,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
709,709,0,0,0017f793,00,ff010014,00000008,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
710,710,0,0,0017f793,00,ff010014,0000f700,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
711,711,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000002,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
