Sample in Buffer,Sample in Window,TRIGGER,axi_imem_rresp[1:0],axi_imem_rdata[31:0],axi_imem_arlen[7:0],axi_dmem_araddr[31:0],axi_dmem_wdata[31:0],axi_imem_araddr[31:0],axi_dmem_wstrb[3:0],axi_dmem_rdata[31:0],axi_dmem_awaddr[31:0],axi_dmem_arvalid,axi_dmem_awready,axi_dmem_awvalid,axi_dmem_bvalid,axi_dmem_rvalid,axi_dmem_wlast,axi_dmem_wvalid,axi_imem_arready,axi_imem_arvalid,axi_imem_rlast,axi_imem_rready,axi_imem_rvalid,uart_irq,uart_rxd,uart_txd
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2168,2168,0,0,fef77ce3,00,ff010014,0000002c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2169,2169,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2170,2170,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2171,2171,0,0,fef77ce3,00,ff010014,00000061,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2172,2172,0,0,fef77ce3,00,ff010014,0000006d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2173,2173,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2174,2174,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2175,2175,0,0,fef77ce3,00,ff010014,00000061,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2176,2176,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2177,2177,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2178,2178,0,0,fef77ce3,00,ff010014,00000061,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2179,2179,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2180,2180,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2181,2181,0,0,fef77ce3,00,ff010014,00000076,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2182,2182,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2183,2183,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2184,2184,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2185,2185,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2186,2186,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2187,2187,0,0,fef77ce3,00,ff010014,00000044,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2188,2188,0,0,fef77ce3,00,ff010014,00000069,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2189,2189,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2190,2190,0,0,fef77ce3,00,ff010014,00000063,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2191,2191,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2192,2192,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2193,2193,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2194,2194,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2195,2195,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2196,2196,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2197,2197,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2198,2198,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2199,2199,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2200,2200,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2201,2201,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2202,2202,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2203,2203,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2204,2204,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2205,2205,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2206,2206,0,0,fef77ce3,00,ff010014,00000030,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2207,2207,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2208,2208,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2209,2209,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2210,2210,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2211,2211,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2212,2212,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2213,2213,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2214,2214,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2215,2215,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2216,2216,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2217,2217,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2218,2218,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2219,2219,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2220,2220,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2221,2221,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2222,2222,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2223,2223,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2224,2224,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2225,2225,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2226,2226,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2227,2227,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2228,2228,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2229,2229,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2230,2230,0,0,fef77ce3,00,ff010014,00000030,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2231,2231,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2232,2232,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2233,2233,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2234,2234,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2235,2235,0,0,fef77ce3,00,ff010014,00000045,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2236,2236,0,0,fef77ce3,00,ff010014,0000006e,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2237,2237,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2238,2238,0,0,fef77ce3,00,ff010014,0000006d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2239,2239,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2240,2240,0,0,fef77ce3,00,ff010014,00000043,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2241,2241,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2242,2242,0,0,fef77ce3,00,ff010014,0000006d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2243,2243,0,0,fef77ce3,00,ff010014,00000070,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2244,2244,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2245,2245,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2246,2246,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2247,2247,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2248,2248,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2249,2249,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2250,2250,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2251,2251,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2252,2252,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2253,2253,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2254,2254,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2255,2255,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2256,2256,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2257,2257,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2258,2258,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2259,2259,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2260,2260,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2261,2261,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2262,2262,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2263,2263,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2264,2264,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2265,2265,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2266,2266,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2267,2267,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2268,2268,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2269,2269,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2270,2270,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2271,2271,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2272,2272,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2273,2273,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2274,2274,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2275,2275,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2276,2276,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2277,2277,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2278,2278,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2279,2279,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2280,2280,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2281,2281,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2282,2282,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2283,2283,0,0,fef77ce3,00,ff010014,00000049,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2284,2284,0,0,fef77ce3,00,ff010014,0000006e,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2285,2285,0,0,fef77ce3,00,ff010014,00000074,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2286,2286,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2287,2287,0,0,fef77ce3,00,ff010014,00000043,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2288,2288,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2289,2289,0,0,fef77ce3,00,ff010014,0000006d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2290,2290,0,0,fef77ce3,00,ff010014,00000070,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2291,2291,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2292,2292,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2293,2293,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2294,2294,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2295,2295,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2296,2296,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2297,2297,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2298,2298,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2299,2299,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2300,2300,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2301,2301,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2302,2302,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2303,2303,0,0,fef77ce3,00,ff010014,00000038,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2304,2304,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2305,2305,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2306,2306,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2307,2307,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2308,2308,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2309,2309,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2310,2310,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2311,2311,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2312,2312,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2313,2313,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2314,2314,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2315,2315,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2316,2316,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2317,2317,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2318,2318,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2319,2319,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2320,2320,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2321,2321,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2322,2322,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2323,2323,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2324,2324,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2325,2325,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2326,2326,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2327,2327,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2328,2328,0,0,fef77ce3,00,ff010014,00000038,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2329,2329,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2330,2330,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2331,2331,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2332,2332,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2333,2333,0,0,fef77ce3,00,ff010014,00000053,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2334,2334,0,0,fef77ce3,00,ff010014,00000074,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2335,2335,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2336,2336,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2337,2337,0,0,fef77ce3,00,ff010014,00000043,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2338,2338,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2339,2339,0,0,fef77ce3,00,ff010014,0000006d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2340,2340,0,0,fef77ce3,00,ff010014,00000070,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2341,2341,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2342,2342,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2343,2343,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2344,2344,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2345,2345,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2346,2346,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2347,2347,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
